Question,Answer
I need to discard broken glass.,You should place broken glass in the dry/recyclable waste bin.
Discard broken glass.,You should place broken glass in the dry/recyclable waste bin.
Where do I throw my plastic cup?,You should place plastic cup in the dry/recyclable waste bin.
How do I dispose of a plastic cup?,You should place plastic cup in the dry/recyclable waste bin.
Can I throw away plastic cup in the trash?,You should place plastic cup in the dry/recyclable waste bin.
Which bin does plastic cup go into?,You should place plastic cup in the dry/recyclable waste bin.
Is it okay to throw plastic cup here?,You should place plastic cup in the dry/recyclable waste bin.
Tell me how to get rid of plastic cup.,You should place plastic cup in the dry/recyclable waste bin.
What to do with old plastic cup?,You should place plastic cup in the dry/recyclable waste bin.
Help me dispose of plastic cup.,You should place plastic cup in the dry/recyclable waste bin.
Where does plastic cup belong?,You should place plastic cup in the dry/recyclable waste bin.
"I have a plastic cup, where does it go?",You should place plastic cup in the dry/recyclable waste bin.
Where should I put my plastic cup?,You should place plastic cup in the dry/recyclable waste bin.
Can you tell me where to throw plastic cup?,You should place plastic cup in the dry/recyclable waste bin.
plastic cup disposal method?,You should place plastic cup in the dry/recyclable waste bin.
How should I throw away plastic cup?,You should place plastic cup in the dry/recyclable waste bin.
"Throwing out plastic cup, which bin?",You should place plastic cup in the dry/recyclable waste bin.
I need to discard plastic cup.,You should place plastic cup in the dry/recyclable waste bin.
Discard plastic cup.,You should place plastic cup in the dry/recyclable waste bin.
Where do I throw my metal lid?,You should place metal lid in the dry/recyclable waste bin.
How do I dispose of a metal lid?,You should place metal lid in the dry/recyclable waste bin.
Can I throw away metal lid in the trash?,You should place metal lid in the dry/recyclable waste bin.
Which bin does metal lid go into?,You should place metal lid in the dry/recyclable waste bin.
Is it okay to throw metal lid here?,You should place metal lid in the dry/recyclable waste bin.
Tell me how to get rid of metal lid.,You should place metal lid in the dry/recyclable waste bin.
What to do with old metal lid?,You should place metal lid in the dry/recyclable waste bin.
Help me dispose of metal lid.,You should place metal lid in the dry/recyclable waste bin.
Where does metal lid belong?,You should place metal lid in the dry/recyclable waste bin.
"I have a metal lid, where does it go?",You should place metal lid in the dry/recyclable waste bin.
Where should I put my metal lid?,You should place metal lid in the dry/recyclable waste bin.
Can you tell me where to throw metal lid?,You should place metal lid in the dry/recyclable waste bin.
metal lid disposal method?,You should place metal lid in the dry/recyclable waste bin.
How should I throw away metal lid?,You should place metal lid in the dry/recyclable waste bin.
"Throwing out metal lid, which bin?",You should place metal lid in the dry/recyclable waste bin.
I need to discard metal lid.,You should place metal lid in the dry/recyclable waste bin.
Discard metal lid.,You should place metal lid in the dry/recyclable waste bin.
Where do I throw my cookie box?,You should place cookie box in the dry/recyclable waste bin.
How do I dispose of a cookie box?,You should place cookie box in the dry/recyclable waste bin.
Can I throw away cookie box in the trash?,You should place cookie box in the dry/recyclable waste bin.
Which bin does cookie box go into?,You should place cookie box in the dry/recyclable waste bin.
Is it okay to throw cookie box here?,You should place cookie box in the dry/recyclable waste bin.
Tell me how to get rid of cookie box.,You should place cookie box in the dry/recyclable waste bin.
What to do with old cookie box?,You should place cookie box in the dry/recyclable waste bin.
Help me dispose of cookie box.,You should place cookie box in the dry/recyclable waste bin.
Where does cookie box belong?,You should place cookie box in the dry/recyclable waste bin.
"I have a cookie box, where does it go?",You should place cookie box in the dry/recyclable waste bin.
Where should I put my cookie box?,You should place cookie box in the dry/recyclable waste bin.
Can you tell me where to throw cookie box?,You should place cookie box in the dry/recyclable waste bin.
cookie box disposal method?,You should place cookie box in the dry/recyclable waste bin.
How should I throw away cookie box?,You should place cookie box in the dry/recyclable waste bin.
"Throwing out cookie box, which bin?",You should place cookie box in the dry/recyclable waste bin.
I need to discard cookie box.,You should place cookie box in the dry/recyclable waste bin.
Discard cookie box.,You should place cookie box in the dry/recyclable waste bin.
Where do I throw my apple core?,apple core should be placed in the wet/organic waste bin for composting.
How do I dispose of a apple core?,apple core should be placed in the wet/organic waste bin for composting.
Can I throw away apple core in the trash?,apple core should be placed in the wet/organic waste bin for composting.
Which bin does apple core go into?,apple core should be placed in the wet/organic waste bin for composting.
Is it okay to throw apple core here?,apple core should be placed in the wet/organic waste bin for composting.
Tell me how to get rid of apple core.,apple core should be placed in the wet/organic waste bin for composting.
What to do with old apple core?,apple core should be placed in the wet/organic waste bin for composting.
Help me dispose of apple core.,apple core should be placed in the wet/organic waste bin for composting.
Where does apple core belong?,apple core should be placed in the wet/organic waste bin for composting.
"I have a apple core, where does it go?",apple core should be placed in the wet/organic waste bin for composting.
Where should I put my apple core?,apple core should be placed in the wet/organic waste bin for composting.
Can you tell me where to throw apple core?,apple core should be placed in the wet/organic waste bin for composting.
apple core disposal method?,apple core should be placed in the wet/organic waste bin for composting.
How should I throw away apple core?,apple core should be placed in the wet/organic waste bin for composting.
"Throwing out apple core, which bin?",apple core should be placed in the wet/organic waste bin for composting.
I need to discard apple core.,apple core should be placed in the wet/organic waste bin for composting.
Discard apple core.,apple core should be placed in the wet/organic waste bin for composting.
Where do I throw my banana peel?,banana peel should be placed in the wet/organic waste bin for composting.
How do I dispose of a banana peel?,banana peel should be placed in the wet/organic waste bin for composting.
Can I throw away banana peel in the trash?,banana peel should be placed in the wet/organic waste bin for composting.
